frame_path,angle
data\processed\resized_images\image_1156_angle_120_resized.jpg,120
data\processed\resized_images\image_191_angle_120_resized.jpg,120
data\processed\resized_images\image_958_angle_120_resized.jpg,120
data\processed\resized_images\image_419_angle_120_resized.jpg,120
data\processed\resized_images\image_696_angle_120_resized.jpg,120
data\processed\resized_images\image_943_angle_120_resized.jpg,120
data\processed\resized_images\image_1118_angle_120_resized.jpg,120
data\processed\resized_images\image_774_angle_120_resized.jpg,120
data\processed\resized_images\image_1145_angle_120_resized.jpg,120
data\processed\resized_images\image_757_angle_120_resized.jpg,120
data\processed\resized_images\image_250_angle_120_resized.jpg,120
data\processed\resized_images\image_211_angle_120_resized.jpg,120
data\processed\resized_images\image_248_angle_120_resized.jpg,120
data\processed\resized_images\image_644_angle_120_resized.jpg,120
data\processed\resized_images\image_520_angle_120_resized.jpg,120
data\processed\resized_images\image_719_angle_120_resized.jpg,120
data\processed\resized_images\image_854_angle_120_resized.jpg,120
data\processed\resized_images\image_615_angle_120_resized.jpg,120
data\processed\resized_images\image_800_angle_120_resized.jpg,120
data\processed\resized_images\image_372_angle_120_resized.jpg,120
data\processed\resized_images\image_917_angle_120_resized.jpg,120
data\processed\resized_images\image_565_angle_120_resized.jpg,120
data\processed\resized_images\image_277_angle_120_resized.jpg,120
data\processed\resized_images\image_945_angle_120_resized.jpg,120
data\processed\resized_images\image_657_angle_120_resized.jpg,120
data\processed\resized_images\image_072_angle_120_resized.jpg,120
data\processed\resized_images\image_505_angle_120_resized.jpg,120
data\processed\resized_images\image_468_angle_120_resized.jpg,120
data\processed\resized_images\image_720_angle_120_resized.jpg,120
data\processed\resized_images\image_1036_angle_120_resized.jpg,120
data\processed\resized_images\image_976_angle_120_resized.jpg,120
data\processed\resized_images\image_1059_angle_120_resized.jpg,120
data\processed\resized_images\image_304_angle_120_resized.jpg,120
data\processed\resized_images\image_980_angle_120_resized.jpg,120
data\processed\resized_images\image_358_angle_120_resized.jpg,120
data\processed\resized_images\image_953_angle_120_resized.jpg,120
data\processed\resized_images\image_548_angle_120_resized.jpg,120
data\processed\resized_images\image_363_angle_120_resized.jpg,120
data\processed\resized_images\image_920_angle_120_resized.jpg,120
data\processed\resized_images\image_319_angle_120_resized.jpg,120
data\processed\resized_images\image_920_angle_120_resized.jpg,120
data\processed\resized_images\image_1039_angle_120_resized.jpg,120
data\processed\resized_images\image_763_angle_120_resized.jpg,120
data\processed\resized_images\image_1049_angle_120_resized.jpg,120
data\processed\resized_images\image_484_angle_120_resized.jpg,120
data\processed\resized_images\image_669_angle_120_resized.jpg,120
data\processed\resized_images\image_211_angle_120_resized.jpg,120
data\processed\resized_images\image_993_angle_120_resized.jpg,120
data\processed\resized_images\image_638_angle_120_resized.jpg,120
data\processed\resized_images\image_220_angle_120_resized.jpg,120
data\processed\resized_images\image_071_angle_120_resized.jpg,120
data\processed\resized_images\image_692_angle_120_resized.jpg,120
data\processed\resized_images\image_299_angle_120_resized.jpg,120
data\processed\resized_images\image_557_angle_120_resized.jpg,120
data\processed\resized_images\image_805_angle_120_resized.jpg,120
data\processed\resized_images\image_1119_angle_120_resized.jpg,120
data\processed\resized_images\image_663_angle_120_resized.jpg,120
data\processed\resized_images\image_057_angle_120_resized.jpg,120
data\processed\resized_images\image_478_angle_120_resized.jpg,120
data\processed\resized_images\image_539_angle_120_resized.jpg,120
data\processed\resized_images\image_724_angle_120_resized.jpg,120
data\processed\resized_images\image_1042_angle_120_resized.jpg,120
data\processed\resized_images\image_800_angle_120_resized.jpg,120
data\processed\resized_images\image_711_angle_120_resized.jpg,120
data\processed\resized_images\image_1127_angle_120_resized.jpg,120
data\processed\resized_images\image_768_angle_120_resized.jpg,120
data\processed\resized_images\image_917_angle_120_resized.jpg,120
data\processed\resized_images\image_936_angle_120_resized.jpg,120
data\processed\resized_images\image_875_angle_120_resized.jpg,120
data\processed\resized_images\image_537_angle_120_resized.jpg,120
data\processed\resized_images\image_885_angle_120_resized.jpg,120
data\processed\resized_images\image_1001_angle_120_resized.jpg,120
data\processed\resized_images\image_399_angle_120_resized.jpg,120
data\processed\resized_images\image_1104_angle_120_resized.jpg,120
data\processed\resized_images\image_864_angle_120_resized.jpg,120
data\processed\resized_images\image_1037_angle_120_resized.jpg,120
data\processed\resized_images\image_757_angle_120_resized.jpg,120
data\processed\resized_images\image_805_angle_120_resized.jpg,120
data\processed\resized_images\image_006_angle_120_resized.jpg,120
data\processed\resized_images\image_809_angle_120_resized.jpg,120
data\processed\resized_images\image_1048_angle_120_resized.jpg,120
data\processed\resized_images\image_1162_angle_120_resized.jpg,120
data\processed\resized_images\image_522_angle_120_resized.jpg,120
data\processed\resized_images\image_645_angle_120_resized.jpg,120
data\processed\resized_images\image_981_angle_120_resized.jpg,120
data\processed\resized_images\image_370_angle_120_resized.jpg,120
data\processed\resized_images\image_830_angle_120_resized.jpg,120
data\processed\resized_images\image_422_angle_120_resized.jpg,120
data\processed\resized_images\image_1024_angle_120_resized.jpg,120
data\processed\resized_images\image_282_angle_120_resized.jpg,120
data\processed\resized_images\image_392_angle_120_resized.jpg,120
data\processed\resized_images\image_920_angle_120_resized.jpg,120
data\processed\resized_images\image_992_angle_120_resized.jpg,120
data\processed\resized_images\image_547_angle_120_resized.jpg,120
data\processed\resized_images\image_735_angle_120_resized.jpg,120
data\processed\resized_images\image_631_angle_120_resized.jpg,120
data\processed\resized_images\image_548_angle_120_resized.jpg,120
data\processed\resized_images\image_940_angle_120_resized.jpg,120
data\processed\resized_images\image_947_angle_120_resized.jpg,120
data\processed\resized_images\image_419_angle_120_resized.jpg,120
data\processed\resized_images\image_499_angle_120_resized.jpg,120
data\processed\resized_images\image_363_angle_120_resized.jpg,120
data\processed\resized_images\image_621_angle_120_resized.jpg,120
data\processed\resized_images\image_417_angle_120_resized.jpg,120
data\processed\resized_images\image_405_angle_120_resized.jpg,120
data\processed\resized_images\image_469_angle_120_resized.jpg,120
data\processed\resized_images\image_707_angle_120_resized.jpg,120
data\processed\resized_images\image_768_angle_120_resized.jpg,120
data\processed\resized_images\image_1042_angle_120_resized.jpg,120
data\processed\resized_images\image_573_angle_120_resized.jpg,120
data\processed\resized_images\image_848_angle_120_resized.jpg,120
data\processed\resized_images\image_421_angle_120_resized.jpg,120
data\processed\resized_images\image_499_angle_120_resized.jpg,120
data\processed\resized_images\image_358_angle_120_resized.jpg,120
data\processed\resized_images\image_785_angle_120_resized.jpg,120
data\processed\resized_images\image_1016_angle_120_resized.jpg,120
data\processed\resized_images\image_267_angle_120_resized.jpg,120
data\processed\resized_images\image_058_angle_120_resized.jpg,120
data\processed\resized_images\image_628_angle_120_resized.jpg,120
data\processed\resized_images\image_1068_angle_120_resized.jpg,120
data\processed\resized_images\image_720_angle_120_resized.jpg,120
data\processed\resized_images\image_690_angle_120_resized.jpg,120
data\processed\resized_images\image_037_angle_120_resized.jpg,120
data\processed\resized_images\image_719_angle_120_resized.jpg,120
data\processed\resized_images\image_208_angle_120_resized.jpg,120
data\processed\resized_images\image_221_angle_120_resized.jpg,120
data\processed\resized_images\image_973_angle_120_resized.jpg,120
data\processed\resized_images\image_1065_angle_120_resized.jpg,120
data\processed\resized_images\image_226_angle_120_resized.jpg,120
data\processed\resized_images\image_1104_angle_120_resized.jpg,120
data\processed\resized_images\image_812_angle_120_resized.jpg,120
data\processed\resized_images\image_290_angle_120_resized.jpg,120
data\processed\resized_images\image_859_angle_120_resized.jpg,120
data\processed\resized_images\image_594_angle_120_resized.jpg,120
data\processed\resized_images\image_783_angle_120_resized.jpg,120
data\processed\resized_images\image_523_angle_120_resized.jpg,120
data\processed\resized_images\image_457_angle_120_resized.jpg,120
data\processed\resized_images\image_1016_angle_120_resized.jpg,120
data\processed\resized_images\image_089_angle_120_resized.jpg,120
data\processed\resized_images\image_220_angle_120_resized.jpg,120
data\processed\resized_images\image_389_angle_120_resized.jpg,120
data\processed\resized_images\image_691_angle_120_resized.jpg,120
data\processed\resized_images\image_542_angle_120_resized.jpg,120
data\processed\resized_images\image_858_angle_120_resized.jpg,120
data\processed\resized_images\image_099_angle_120_resized.jpg,120
data\processed\resized_images\image_1030_angle_120_resized.jpg,120
data\processed\resized_images\image_841_angle_120_resized.jpg,120
data\processed\resized_images\image_1064_angle_120_resized.jpg,120
data\processed\resized_images\image_420_angle_120_resized.jpg,120
data\processed\resized_images\image_609_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_313_angle_120_resized.jpg,120
data\processed\resized_images\image_757_angle_120_resized.jpg,120
data\processed\resized_images\image_418_angle_120_resized.jpg,120
data\processed\resized_images\image_976_angle_120_resized.jpg,120
data\processed\resized_images\image_1001_angle_120_resized.jpg,120
data\processed\resized_images\image_923_angle_120_resized.jpg,120
data\processed\resized_images\image_444_angle_120_resized.jpg,120
data\processed\resized_images\image_114_angle_120_resized.jpg,120
data\processed\resized_images\image_885_angle_120_resized.jpg,120
data\processed\resized_images\image_947_angle_120_resized.jpg,120
data\processed\resized_images\image_211_angle_120_resized.jpg,120
data\processed\resized_images\image_518_angle_120_resized.jpg,120
data\processed\resized_images\image_011_angle_120_resized.jpg,120
data\processed\resized_images\image_422_angle_120_resized.jpg,120
data\processed\resized_images\image_507_angle_120_resized.jpg,120
data\processed\resized_images\image_824_angle_120_resized.jpg,120
data\processed\resized_images\image_756_angle_120_resized.jpg,120
data\processed\resized_images\image_577_angle_120_resized.jpg,120
data\processed\resized_images\image_813_angle_120_resized.jpg,120
data\processed\resized_images\image_404_angle_120_resized.jpg,120
data\processed\resized_images\image_058_angle_120_resized.jpg,120
data\processed\resized_images\image_724_angle_120_resized.jpg,120
data\processed\resized_images\image_101_angle_120_resized.jpg,120
data\processed\resized_images\image_785_angle_120_resized.jpg,120
data\processed\resized_images\image_946_angle_120_resized.jpg,120
data\processed\resized_images\image_340_angle_120_resized.jpg,120
data\processed\resized_images\image_1065_angle_120_resized.jpg,120
data\processed\resized_images\image_746_angle_120_resized.jpg,120
data\processed\resized_images\image_457_angle_120_resized.jpg,120
data\processed\resized_images\image_474_angle_120_resized.jpg,120
data\processed\resized_images\image_1041_angle_120_resized.jpg,120
data\processed\resized_images\image_1133_angle_120_resized.jpg,120
data\processed\resized_images\image_805_angle_120_resized.jpg,120
data\processed\resized_images\image_437_angle_120_resized.jpg,120
data\processed\resized_images\image_993_angle_120_resized.jpg,120
data\processed\resized_images\image_841_angle_120_resized.jpg,120
data\processed\resized_images\image_457_angle_120_resized.jpg,120
data\processed\resized_images\image_469_angle_120_resized.jpg,120
data\processed\resized_images\image_231_angle_120_resized.jpg,120
data\processed\resized_images\image_310_angle_120_resized.jpg,120
data\processed\resized_images\image_090_angle_120_resized.jpg,120
data\processed\resized_images\image_1003_angle_120_resized.jpg,120
data\processed\resized_images\image_055_angle_120_resized.jpg,120
data\processed\resized_images\image_274_angle_120_resized.jpg,120
data\processed\resized_images\image_690_angle_120_resized.jpg,120
data\processed\resized_images\image_357_angle_120_resized.jpg,120
data\processed\resized_images\image_483_angle_120_resized.jpg,120
data\processed\resized_images\image_1115_angle_120_resized.jpg,120
data\processed\resized_images\image_578_angle_120_resized.jpg,120
data\processed\resized_images\image_1069_angle_120_resized.jpg,120
data\processed\resized_images\image_304_angle_120_resized.jpg,120
data\processed\resized_images\image_1026_angle_120_resized.jpg,120
data\processed\resized_images\image_1064_angle_120_resized.jpg,120
data\processed\resized_images\image_908_angle_120_resized.jpg,120
data\processed\resized_images\image_219_angle_120_resized.jpg,120
data\processed\resized_images\image_578_angle_120_resized.jpg,120
data\processed\resized_images\image_089_angle_120_resized.jpg,120
data\processed\resized_images\image_1166_angle_120_resized.jpg,120
data\processed\resized_images\image_1024_angle_120_resized.jpg,120
data\processed\resized_images\image_711_angle_120_resized.jpg,120
data\processed\resized_images\image_588_angle_120_resized.jpg,120
data\processed\resized_images\image_920_angle_120_resized.jpg,120
data\processed\resized_images\image_696_angle_120_resized.jpg,120
data\processed\resized_images\image_207_angle_120_resized.jpg,120
data\processed\resized_images\image_729_angle_120_resized.jpg,120
data\processed\resized_images\image_974_angle_120_resized.jpg,120
data\processed\resized_images\image_457_angle_120_resized.jpg,120
data\processed\resized_images\image_363_angle_120_resized.jpg,120
data\processed\resized_images\image_442_angle_120_resized.jpg,120
data\processed\resized_images\image_798_angle_120_resized.jpg,120
data\processed\resized_images\image_778_angle_120_resized.jpg,120
data\processed\resized_images\image_577_angle_120_resized.jpg,120
data\processed\resized_images\image_920_angle_120_resized.jpg,120
data\processed\resized_images\image_189_angle_120_resized.jpg,120
data\processed\resized_images\image_181_angle_120_resized.jpg,120
data\processed\resized_images\image_946_angle_120_resized.jpg,120
data\processed\resized_images\image_464_angle_120_resized.jpg,120
data\processed\resized_images\image_521_angle_120_resized.jpg,120
data\processed\resized_images\image_756_angle_120_resized.jpg,120
data\processed\resized_images\image_384_angle_120_resized.jpg,120
data\processed\resized_images\image_940_angle_120_resized.jpg,120
data\processed\resized_images\image_850_angle_120_resized.jpg,120
data\processed\resized_images\image_222_angle_120_resized.jpg,120
data\processed\resized_images\image_665_angle_120_resized.jpg,120
data\processed\resized_images\image_294_angle_120_resized.jpg,120
data\processed\resized_images\image_442_angle_120_resized.jpg,120
data\processed\resized_images\image_638_angle_120_resized.jpg,120
data\processed\resized_images\image_465_angle_120_resized.jpg,120
data\processed\resized_images\image_313_angle_120_resized.jpg,120
data\processed\resized_images\image_250_angle_120_resized.jpg,120
data\processed\resized_images\image_952_angle_120_resized.jpg,120
data\processed\resized_images\image_658_angle_120_resized.jpg,120
data\processed\resized_images\image_775_angle_120_resized.jpg,120
data\processed\resized_images\image_274_angle_120_resized.jpg,120
data\processed\resized_images\image_1133_angle_120_resized.jpg,120
data\processed\resized_images\image_973_angle_120_resized.jpg,120
data\processed\resized_images\image_464_angle_120_resized.jpg,120
data\processed\resized_images\image_341_angle_120_resized.jpg,120
data\processed\resized_images\image_120_angle_120_resized.jpg,120
data\processed\resized_images\image_665_angle_120_resized.jpg,120
data\processed\resized_images\image_909_angle_120_resized.jpg,120
data\processed\resized_images\image_1041_angle_120_resized.jpg,120
data\processed\resized_images\image_542_angle_120_resized.jpg,120
data\processed\resized_images\image_618_angle_120_resized.jpg,120
data\processed\resized_images\image_800_angle_120_resized.jpg,120
data\processed\resized_images\image_801_angle_120_resized.jpg,120
data\processed\resized_images\image_120_angle_120_resized.jpg,120
data\processed\resized_images\image_114_angle_120_resized.jpg,120
data\processed\resized_images\image_120_angle_120_resized.jpg,120
data\processed\resized_images\image_906_angle_120_resized.jpg,120
data\processed\resized_images\image_1104_angle_120_resized.jpg,120
data\processed\resized_images\image_357_angle_120_resized.jpg,120
data\processed\resized_images\image_120_angle_120_resized.jpg,120
data\processed\resized_images\image_006_angle_120_resized.jpg,120
data\processed\resized_images\image_209_angle_120_resized.jpg,120
data\processed\resized_images\image_434_angle_120_resized.jpg,120
data\processed\resized_images\image_1048_angle_120_resized.jpg,120
data\processed\resized_images\image_717_angle_120_resized.jpg,120
data\processed\resized_images\image_993_angle_120_resized.jpg,120
data\processed\resized_images\image_441_angle_120_resized.jpg,120
data\processed\resized_images\image_442_angle_120_resized.jpg,120
data\processed\resized_images\image_798_angle_120_resized.jpg,120
data\processed\resized_images\image_831_angle_120_resized.jpg,120
data\processed\resized_images\image_197_angle_120_resized.jpg,120
data\processed\resized_images\image_209_angle_120_resized.jpg,120
data\processed\resized_images\image_1042_angle_120_resized.jpg,120
data\processed\resized_images\image_313_angle_120_resized.jpg,120
data\processed\resized_images\image_422_angle_120_resized.jpg,120
data\processed\resized_images\image_274_angle_120_resized.jpg,120
data\processed\resized_images\image_384_angle_120_resized.jpg,120
data\processed\resized_images\image_856_angle_120_resized.jpg,120
data\processed\resized_images\image_490_angle_120_resized.jpg,120
data\processed\resized_images\image_685_angle_120_resized.jpg,120
data\processed\resized_images\image_905_angle_120_resized.jpg,120
data\processed\resized_images\image_393_angle_120_resized.jpg,120
data\processed\resized_images\image_349_angle_120_resized.jpg,120
data\processed\resized_images\image_192_angle_120_resized.jpg,120
data\processed\resized_images\image_829_angle_120_resized.jpg,120
data\processed\resized_images\image_507_angle_120_resized.jpg,120
data\processed\resized_images\image_615_angle_120_resized.jpg,120
data\processed\resized_images\image_573_angle_120_resized.jpg,120
data\processed\resized_images\image_688_angle_120_resized.jpg,120
data\processed\resized_images\image_773_angle_120_resized.jpg,120
data\processed\resized_images\image_1137_angle_120_resized.jpg,120
data\processed\resized_images\image_384_angle_120_resized.jpg,120
data\processed\resized_images\image_967_angle_120_resized.jpg,120
data\processed\resized_images\image_816_angle_120_resized.jpg,120
data\processed\resized_images\image_473_angle_120_resized.jpg,120
data\processed\resized_images\image_233_angle_120_resized.jpg,120
data\processed\resized_images\image_1135_angle_120_resized.jpg,120
data\processed\resized_images\image_389_angle_120_resized.jpg,120
data\processed\resized_images\image_194_angle_120_resized.jpg,120
data\processed\resized_images\image_357_angle_120_resized.jpg,120
data\processed\resized_images\image_689_angle_120_resized.jpg,120
data\processed\resized_images\image_953_angle_120_resized.jpg,120
data\processed\resized_images\image_731_angle_120_resized.jpg,120
data\processed\resized_images\image_521_angle_120_resized.jpg,120
data\processed\resized_images\image_244_angle_120_resized.jpg,120
data\processed\resized_images\image_499_angle_120_resized.jpg,120
data\processed\resized_images\image_915_angle_120_resized.jpg,120
data\processed\resized_images\image_864_angle_120_resized.jpg,120
data\processed\resized_images\image_831_angle_120_resized.jpg,120
data\processed\resized_images\image_724_angle_120_resized.jpg,120
data\processed\resized_images\image_927_angle_120_resized.jpg,120
data\processed\resized_images\image_243_angle_120_resized.jpg,120
data\processed\resized_images\image_244_angle_120_resized.jpg,120
data\processed\resized_images\image_746_angle_120_resized.jpg,120
data\processed\resized_images\image_385_angle_120_resized.jpg,120
data\processed\resized_images\image_642_angle_120_resized.jpg,120
data\processed\resized_images\image_857_angle_120_resized.jpg,120
data\processed\resized_images\image_870_angle_120_resized.jpg,120
data\processed\resized_images\image_207_angle_120_resized.jpg,120
data\processed\resized_images\image_1012_angle_120_resized.jpg,120
data\processed\resized_images\image_707_angle_120_resized.jpg,120
data\processed\resized_images\image_757_angle_120_resized.jpg,120
data\processed\resized_images\image_208_angle_120_resized.jpg,120
data\processed\resized_images\image_541_angle_120_resized.jpg,120
data\processed\resized_images\image_980_angle_120_resized.jpg,120
data\processed\resized_images\image_908_angle_120_resized.jpg,120
data\processed\resized_images\image_974_angle_120_resized.jpg,120
data\processed\resized_images\image_893_angle_120_resized.jpg,120
data\processed\resized_images\image_249_angle_120_resized.jpg,120
data\processed\resized_images\image_855_angle_120_resized.jpg,120
data\processed\resized_images\image_982_angle_120_resized.jpg,120
data\processed\resized_images\image_625_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_525_angle_120_resized.jpg,120
data\processed\resized_images\image_499_angle_120_resized.jpg,120
data\processed\resized_images\image_233_angle_120_resized.jpg,120
data\processed\resized_images\image_724_angle_120_resized.jpg,120
data\processed\resized_images\image_1174_angle_120_resized.jpg,120
data\processed\resized_images\image_1060_angle_120_resized.jpg,120
data\processed\resized_images\image_770_angle_120_resized.jpg,120
data\processed\resized_images\image_006_angle_120_resized.jpg,120
data\processed\resized_images\image_798_angle_120_resized.jpg,120
data\processed\resized_images\image_631_angle_120_resized.jpg,120
data\processed\resized_images\image_506_angle_120_resized.jpg,120
data\processed\resized_images\image_227_angle_120_resized.jpg,120
data\processed\resized_images\image_933_angle_120_resized.jpg,120
data\processed\resized_images\image_1009_angle_120_resized.jpg,120
data\processed\resized_images\image_274_angle_120_resized.jpg,120
data\processed\resized_images\image_037_angle_120_resized.jpg,120
data\processed\resized_images\image_464_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_243_angle_120_resized.jpg,120
data\processed\resized_images\image_631_angle_120_resized.jpg,120
data\processed\resized_images\image_405_angle_120_resized.jpg,120
data\processed\resized_images\image_211_angle_120_resized.jpg,120
data\processed\resized_images\image_835_angle_120_resized.jpg,120
data\processed\resized_images\image_250_angle_120_resized.jpg,120
data\processed\resized_images\image_1048_angle_120_resized.jpg,120
data\processed\resized_images\image_188_angle_120_resized.jpg,120
data\processed\resized_images\image_277_angle_120_resized.jpg,120
data\processed\resized_images\image_842_angle_120_resized.jpg,120
data\processed\resized_images\image_181_angle_120_resized.jpg,120
data\processed\resized_images\image_1091_angle_120_resized.jpg,120
data\processed\resized_images\image_120_angle_120_resized.jpg,120
data\processed\resized_images\image_940_angle_120_resized.jpg,120
data\processed\resized_images\image_864_angle_120_resized.jpg,120
data\processed\resized_images\image_867_angle_120_resized.jpg,120
data\processed\resized_images\image_1157_angle_120_resized.jpg,120
data\processed\resized_images\image_711_angle_120_resized.jpg,120
data\processed\resized_images\image_506_angle_120_resized.jpg,120
data\processed\resized_images\image_444_angle_120_resized.jpg,120
data\processed\resized_images\image_1174_angle_120_resized.jpg,120
data\processed\resized_images\image_974_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_252_angle_120_resized.jpg,120
data\processed\resized_images\image_731_angle_120_resized.jpg,120
data\processed\resized_images\image_830_angle_120_resized.jpg,120
data\processed\resized_images\image_796_angle_120_resized.jpg,120
data\processed\resized_images\image_765_angle_120_resized.jpg,120
data\processed\resized_images\image_707_angle_120_resized.jpg,120
data\processed\resized_images\image_377_angle_120_resized.jpg,120
data\processed\resized_images\image_645_angle_120_resized.jpg,120
data\processed\resized_images\image_290_angle_120_resized.jpg,120
data\processed\resized_images\image_405_angle_120_resized.jpg,120
data\processed\resized_images\image_918_angle_120_resized.jpg,120
data\processed\resized_images\image_302_angle_120_resized.jpg,120
data\processed\resized_images\image_992_angle_120_resized.jpg,120
data\processed\resized_images\image_277_angle_120_resized.jpg,120
data\processed\resized_images\image_1070_angle_120_resized.jpg,120
data\processed\resized_images\image_594_angle_120_resized.jpg,120
data\processed\resized_images\image_824_angle_120_resized.jpg,120
data\processed\resized_images\image_565_angle_120_resized.jpg,120
data\processed\resized_images\image_631_angle_120_resized.jpg,120
data\processed\resized_images\image_835_angle_120_resized.jpg,120
data\processed\resized_images\image_796_angle_120_resized.jpg,120
data\processed\resized_images\image_812_angle_120_resized.jpg,120
data\processed\resized_images\image_220_angle_120_resized.jpg,120
data\processed\resized_images\image_379_angle_120_resized.jpg,120
data\processed\resized_images\image_829_angle_120_resized.jpg,120
data\processed\resized_images\image_207_angle_120_resized.jpg,120
data\processed\resized_images\image_099_angle_120_resized.jpg,120
data\processed\resized_images\image_320_angle_120_resized.jpg,120
data\processed\resized_images\image_945_angle_120_resized.jpg,120
data\processed\resized_images\image_915_angle_120_resized.jpg,120
data\processed\resized_images\image_772_angle_120_resized.jpg,120
data\processed\resized_images\image_967_angle_120_resized.jpg,120
data\processed\resized_images\image_776_angle_120_resized.jpg,120
data\processed\resized_images\image_072_angle_120_resized.jpg,120
data\processed\resized_images\image_470_angle_120_resized.jpg,120
data\processed\resized_images\image_269_angle_120_resized.jpg,120
data\processed\resized_images\image_1010_angle_120_resized.jpg,120
data\processed\resized_images\image_456_angle_120_resized.jpg,120
data\processed\resized_images\image_764_angle_120_resized.jpg,120
data\processed\resized_images\image_1039_angle_120_resized.jpg,120
data\processed\resized_images\image_902_angle_120_resized.jpg,120
data\processed\resized_images\image_537_angle_120_resized.jpg,120
data\processed\resized_images\image_577_angle_120_resized.jpg,120
data\processed\resized_images\image_088_angle_120_resized.jpg,120
data\processed\resized_images\image_443_angle_120_resized.jpg,120
data\processed\resized_images\image_565_angle_120_resized.jpg,120
data\processed\resized_images\image_588_angle_120_resized.jpg,120
data\processed\resized_images\image_1135_angle_120_resized.jpg,120
data\processed\resized_images\image_578_angle_120_resized.jpg,120
data\processed\resized_images\image_768_angle_120_resized.jpg,120
data\processed\resized_images\image_922_angle_120_resized.jpg,120
data\processed\resized_images\image_989_angle_120_resized.jpg,120
data\processed\resized_images\image_933_angle_120_resized.jpg,120
data\processed\resized_images\image_664_angle_120_resized.jpg,120
data\processed\resized_images\image_631_angle_120_resized.jpg,120
data\processed\resized_images\image_243_angle_120_resized.jpg,120
data\processed\resized_images\image_010_angle_120_resized.jpg,120
data\processed\resized_images\image_1001_angle_120_resized.jpg,120
data\processed\resized_images\image_372_angle_120_resized.jpg,120
data\processed\resized_images\image_1036_angle_120_resized.jpg,120
data\processed\resized_images\image_066_angle_120_resized.jpg,120
data\processed\resized_images\image_313_angle_120_resized.jpg,120
data\processed\resized_images\image_434_angle_120_resized.jpg,120
data\processed\resized_images\image_269_angle_120_resized.jpg,120
data\processed\resized_images\image_981_angle_120_resized.jpg,120
data\processed\resized_images\image_1027_angle_120_resized.jpg,120
data\processed\resized_images\image_774_angle_120_resized.jpg,120
data\processed\resized_images\image_029_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_785_angle_120_resized.jpg,120
data\processed\resized_images\image_464_angle_120_resized.jpg,120
data\processed\resized_images\image_1009_angle_120_resized.jpg,120
data\processed\resized_images\image_573_angle_120_resized.jpg,120
data\processed\resized_images\image_731_angle_120_resized.jpg,120
data\processed\resized_images\image_629_angle_120_resized.jpg,120
data\processed\resized_images\image_342_angle_120_resized.jpg,120
data\processed\resized_images\image_1132_angle_120_resized.jpg,120
data\processed\resized_images\image_1143_angle_120_resized.jpg,120
data\processed\resized_images\image_358_angle_120_resized.jpg,120
data\processed\resized_images\image_989_angle_120_resized.jpg,120
data\processed\resized_images\image_181_angle_120_resized.jpg,120
data\processed\resized_images\image_370_angle_120_resized.jpg,120
data\processed\resized_images\image_505_angle_120_resized.jpg,120
data\processed\resized_images\image_966_angle_120_resized.jpg,120
data\processed\resized_images\image_856_angle_120_resized.jpg,120
data\processed\resized_images\image_968_angle_120_resized.jpg,120
data\processed\resized_images\image_277_angle_120_resized.jpg,120
data\processed\resized_images\image_509_angle_120_resized.jpg,120
data\processed\resized_images\image_683_angle_120_resized.jpg,120
data\processed\resized_images\image_207_angle_120_resized.jpg,120
data\processed\resized_images\image_067_angle_120_resized.jpg,120
data\processed\resized_images\image_575_angle_120_resized.jpg,120
data\processed\resized_images\image_439_angle_120_resized.jpg,120
data\processed\resized_images\image_1048_angle_120_resized.jpg,120
data\processed\resized_images\image_1054_angle_120_resized.jpg,120
data\processed\resized_images\image_683_angle_120_resized.jpg,120
data\processed\resized_images\image_757_angle_120_resized.jpg,120
data\processed\resized_images\image_316_angle_120_resized.jpg,120
data\processed\resized_images\image_573_angle_120_resized.jpg,120
data\processed\resized_images\image_121_angle_120_resized.jpg,120
data\processed\resized_images\image_592_angle_120_resized.jpg,120
data\processed\resized_images\image_885_angle_120_resized.jpg,120
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_324_angle_150_resized.jpg,150
data\processed\resized_images\image_177_angle_150_resized.jpg,150
data\processed\resized_images\image_137_angle_150_resized.jpg,150
data\processed\resized_images\image_600_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_378_angle_150_resized.jpg,150
data\processed\resized_images\image_378_angle_150_resized.jpg,150
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_994_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_138_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
